"Occupation Title","Occupation Code","Employment 2022","Employment 2032","Employment Change, 2022-2032","Employment Percent Change, 2022-2032","Occupational Openings, 2022-2032 Annual Average","Median Annual Wage 2022","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode",Industry,At Risk
"First-line supervisors of entertainment and recreation workers, except gambling services    * Arcade Supervisor* Caddy Master* Recreation Attendant Supervisor","=""39-1014""","114.6","123.3","8.8","7.7","13.6","44,660","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Phlebotomists    * Certified Phlebotomy Technician* Phlebotomy Technician* Venipuncturist","=""31-9097""","139.4","150.2","10.8","7.7","19.5","38,530","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Driver/sales workers    * Bobtailer* Delivery Sales worker* Newspaper Deliverer* Newspaper Delivery Driver* Pizza Delivery Driver* Route Sales Person* Route Salesperson* Sales Route Driver","=""53-3031""","541.0","582.9","41.9","7.7","62.5","32,690","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",1,1
"Hairdressers, hairstylists, and cosmetologists    * Beautician* Cosmetologist* Funeral Home Makeup Artist* Hair Colorist* Hair Stylist* Hair and Makeup Designer* Hairdresser* Hairpiece Stylist* Wedding Makeup Artist* Wig Stylist","=""39-5012""","555.8","598.6","42.8","7.7","82.0","33,290","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Food batchmakers    * Almond Paste Mixer* Candy Maker* Candy Puller* Cheese Processor* Cottage Cheese Maker* Dough Scaler and Mixer* Frozen Yogurt Maker* Honey Blender* Ice Cream Maker* Liquid Sugar Fortifier* Peanut Butter Maker* Pickle Maker* Relish Maker* Taffy Puller","=""51-3092""","171.5","185.0","13.4","7.8","27.8","36,580","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Motor vehicle operators, all other    * Assembly Line Driver* Ice-Resurfacing Machine Operators* Motorcycle Deliverer* Street Cleaning Equipment Operator* Street Sweeper Operator","=""53-3099""","68.3","73.7","5.4","7.9","10.9","33,210","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Highway maintenance workers    * Highway Maintainer* Highway Maintenance Crew Worker* Highway Worker* Lane Marker Installer* Road Patcher* Road Sign Installer","=""47-4051""","151.2","163.2","12.0","7.9","15.2","44,930","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Insurance sales agents    * Health Insurance Sales Agent* Insurance Agent* Insurance Broker* Life Insurance Agent* Life Insurance Salesperson* Pension Agent","=""41-3021""","536.8","579.3","42.5","7.9","48.3","57,860","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",1,1
"Semiconductor processing technicians    * Electronic Semiconductor Processor* Semiconductor Assembler* Wafer Fabricator","=""51-9141""","24.6","26.6","2.0","8.0","2.9","44,690","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Shuttle drivers and chauffeurs    * Airport Apron Bus Driver* Airport Shuttle Driver* Airside Transfer Bus Driver* Courtesy Car Driver* Courtesy Van Driver* Funeral Car Driver* Hearse Driver* Hotel Shuttle Driver* Nonemergency Medical Transporter","=""53-3053""","218.4","235.9","17.5","8.0","32.6","32,800","No formal educational credential","8","None","4","Short-term on-the-job training","5",1,1
"Chemical engineers    * Absorption and Adsorption Engineer* Chemical Process Engineer* Chemical Research Engineer* Fuels Engineer* Oxidation Engineer* Plastics Engineer* Polymerization Engineer","=""17-2041""","20.8","22.5","1.7","8.1","1.3","106,260","Bachelor's degree","3","None","4","None","6",-,-1
"Farm equipment mechanics and service technicians    * Agricultural Equipment Mechanic* Combine Mechanic* Dairy Equipment Mechanic* Dairy Equipment Repairer* Harvester Mechanic* Irrigation Equipment Mechanic* Milking Machine Mechanic* Tractor Mechanic","=""49-3041""","45.6","49.3","3.7","8.1","4.3","48,010","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3",-,-1
"Tour and travel guides","=""39-7010""","53.6","58.0","4.3","8.1","12.2","34,440","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
"Archivists    * Digital Archivist* Film Archivist* Historical Records Administrator* Image Archivist* Museum Archivist* Processing Archivist* Reference Archivist* State Archivist","=""25-4011""","9.4","10.2","0.8","8.2","1.2","58,640","Master's degree","2","None","4","None","6",-,-1
"Agents and business managers of artists, performers, and athletes    * Artist Manager* Artist Representative* Author's Agent* Band Manager* Booking Agent* Booking Manager* Fight Manager* Literary Agent* Modeling Agent* Talent Agent* Talent Manager* Theatrical Agent","=""13-1011""","19.9","21.5","1.6","8.2","2.1","82,530","Bachelor's degree","3","Less than 5 years","2","None","6",-,-1
"Entertainers and performers, sports and related workers, all other    * Acrobat* Aerialist* Amusement Park Entertainer* Bareback Rider* Baton Twirler* Clown* Comedian* Fortune Teller* Impersonator* Juggler* Magician* Marionette Performer* Palmist* Professional Poker Player* Prompter* Puppeteer* Ringmaster* Rodeo Performer* Story Teller* Stunt Performer* Tumbler* Ventriloquist* Wire Walker","=""27-2099""","26.5","28.7","2.2","8.2","3.4","0","No formal educational credential","8","None","4","Short-term on-the-job training","5",-,-1
"Financial risk specialists    * Financial Risk Analyst","=""13-2054""","58.9","63.7","4.8","8.2","4.4","102,120","Bachelor's degree","3","None","4","None","6",-,-1
"Special effects artists and animators    * 3D Animator* Animator* Multimedia Artist* Special Effects Artist","=""27-1014""","89.3","96.6","7.4","8.2","9.4","98,950","Bachelor's degree","3","None","4","None","6",-,-1
"Transportation, storage, and distribution managers    * Airport Manager* Cold Storage Supervisor* Distribution Center Manager* Logistics Manager* Logistics Supply Officer* Marine Oil Terminal Superintendent* Traffic Safety Administrator* Transportation Manager* Warehouse Manager* Warehouse Operations Manager","=""11-3071""","177.7","192.3","14.6","8.2","15.9","98,560","High school diploma or equivalent","7","5 years or more","1","None","6",-,-1
"Aerospace engineering and operations technologists and technicians    * Aerospace Engineering and Operations Technologist* Altitude Chamber Technician* Flight Data Technician* Wind Tunnel Technician","=""17-3021""","10.2","11.0","0.8","8.3","1.0","74,410","Associate's degree","4","None","4","None","6",-,-1
"Entertainment and recreation managers, except gambling    * Amusement Park Manager* Boat Club Manager* Fitness Club Manager* Golf Club Manager* Marina Club Manager* Skating Rink Manager* Ski Resort Manager* Tennis Club Manager* Theme Park Manager","=""11-9072""","26.4","28.6","2.2","8.3","3.1","67,220","Bachelor's degree","3","Less than 5 years","2","None","6",-,-1
"First-line supervisors of personal service workers    * Animal Trainer Supervisor* Child Care Worker Supervisor* Hair Salon Supervisor* Head Butler","=""39-1022""","159.0","172.1","13.1","8.3","19.1","43,680","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Medical records specialists    * Health Information Coder* Health Records Technician* Medical Bill Coder","=""29-2072""","194.3","210.9","16.5","8.5","15.0","47,180","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Makeup artists, theatrical and performance    * Special Effects Makeup Artist","=""39-5091""","4.6","4.9","0.4","8.6","0.8","96,370","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Aircraft cargo handling supervisors    * Air Cargo Ground Crew Supervisor* Air Cargo Ground Operations Supervisor* Air Cargo Supervisor* Aircraft Loadmaster* Airport Ramp Supervisor","=""53-1041""","8.0","8.7","0.7","8.6","0.9","53,490","High school diploma or equivalent","7","Less than 5 years","2","None","6",-,-1
"Biological science teachers, postsecondary    * Anatomy Professor* Bacteriology Professor* Biochemistry Professor* Botany Professor* Embryology Professor* Microbiology Professor* Zoology Professor","=""25-1042""","62.4","67.7","5.3","8.6","5.6","81,650","Doctoral or professional degree","1","None","4","None","6",-,-1
"Agricultural equipment operators    * Cane Flume Chute Operator* Combine Driver* Combine Operator* Corn Detasseler Machine Operator* Cotton Ginner* Cotton Picker Operator* Custom Harvester* Farm Tractor Operator* Feed Mixer Operator* Hay Baler* Hay Stacker Operator* Rake Operator* Replanting Machine Operator* Tractor Operator* Wheat Combine Driver","=""45-2091""","64.0","69.5","5.5","8.6","10.4","37,780","No formal educational credential","8","None","4","Moderate-term on-the-job training","4",-,-1
"Social and human service assistants    * Addictions Counselor Assistant* Case Work Aide* Clinical Social Work Aide* Family Service Assistant* Human Services Worker* Social Work Assistant","=""21-1093""","415.1","450.6","35.6","8.6","47.4","38,520","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5",-,-1
"Manicurists and pedicurists    * Fingernail Sculptor* Nail Technician* Pedicurist","=""39-5092""","196.9","214.0","17.1","8.7","25.5","31,130","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Optometrists    * Doctor of Optometry","=""29-1041""","43.4","47.3","3.8","8.8","1.7","125,590","Doctoral or professional degree","1","None","4","None","6",-,-1
"Chiropractors    * Chiropractic Doctor* Chiropractic Physician","=""29-1011""","55.0","59.8","4.9","8.8","2.6","75,380","Doctoral or professional degree","1","None","4","None","6",-,-1
"Nurse anesthetists    * Certified Registered Nurse Anesthetist* Certified Registered Nurse Anesthetist (CRNA)* DNAP* Doctor of Nurse Anesthesia Practice","=""29-1151""","49.4","53.8","4.5","9.0","2.5","203,090","Master's degree","2","None","4","None","6",-,-1
"Athletes and sports competitors    * National Association for Stock Car Auto Racing Driver* Profession Cyclist* Professional All Terrain Vehicle Racer* Professional Athlete* Professional Auto Racer* Professional Baseball Pitcher* Professional Baseball Player* Professional Basketball Player* Professional Bass Fisher* Professional Bicycle Racer* Professional Bicyclist* Professional Billiard Player* Professional Bowler* Professional Bull Rider* Professional Car Racer* Professional Dirt Bike Racer* Professional Drag Car Racer* Professional Figure Skater* Professional Football Player* Professional Golfer* Professional Hockey Player* Professional Horse Racer* Professional Ice Skater* Professional Jockey* Professional Kick Boxer* Professional Motocross Racer* Professional Prize Fighter* Professional Pugilist* Professional Race Car Driver* Professional Roller Skater* Professional Skater* Professional Skier* Professional Snowboarder* Professional Soccer Player* Professional Softball Player* Professional Stock Car Driver* Professional Surfer* Professional Swimmer* Professional Tennis Player* Professional Volleyball Player* Professional Wrestler","=""27-2021""","14.0","15.2","1.3","9.1","1.9","94,270","No formal educational credential","8","None","4","Long-term on-the-job training","3",-,-1
"Skincare specialists    * Electrolysis Needle Operator* Electrolysis Operator* Electrolysist* Esthetician* Facialist* Licensed Esthetician* Medical Esthetician* Skin Care Technician","=""39-5094""","82.0","89.4","7.5","9.1","12.4","38,060","Postsecondary nondegree award","5","None","4","None","6",-,-1
"Social and community service managers    * Child Welfare Director* Community Service Director* Community Service Organization Director* Family Service Center Director* Neighborhood Service Center Director* Social Service Director* Social Services Director* Youth Program Director","=""11-9151""","178.4","194.6","16.2","9.1","16.0","74,240","Bachelor's degree","3","Less than 5 years","2","None","6",-,-1
"Coaches and scouts    * Athletic Coach* Baseball Coach* Baseball Scout* Basketball Coach* Boxing Coach* Coach* Football Coach* Hockey Scout* Ice Skating Coach* Riding Coach* Ski Coach* Tennis Coach","=""27-2022""","275.2","300.5","25.3","9.2","38.4","44,890","Bachelor's degree","3","None","4","None","6",-,-1
"Engineering teachers, postsecondary    * Aeronautical Engineering Professor* Ceramic Engineering Professor* Chemical Engineering Professor* Civil Engineering Professor* Electrical Engineering Professor* Electronics Engineering Professor* Industrial Engineering Professor* Manufacturing Engineering Professor* Marine Engineering Professor* Mechanical Engineering Professor* Petroleum Engineering Professor","=""25-1032""","45.5","49.7","4.2","9.3","4.1","103,550","Doctoral or professional degree","1","None","4","None","6",-,-1
"Film and video editors    * Cue Selector* Electronic News Gathering Editor* Film Editor* Movie Editor* News Video Editor* News Videotape Editor* Tape Editor* Television News Video Editor* Video Tape Transferrer","=""27-4032""","51.0","55.8","4.8","9.4","5.0","63,520","Bachelor's degree","3","None","4","None","6",-,-1
"Mechanical door repairers    * Automatic Door Mechanic* Door Closer Mechanic* Garage Door Technician* Overhead Door Technician","=""49-9011""","28.0","30.6","2.7","9.6","2.4","47,010","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4",-,-1
